ticket_id,customer_id,category,subcategory,description,created_at,sla_due_at,status,assigned_to,resolution_notes
12137,1176,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-08-02 11:00:00,2026-08-03 11:00:00,InProgress,Team C,
12138,2584,Network,No Signal,No Signal issue reported by customer.,2025-09-02 15:00:00,2025-09-03 15:00:00,Open,Team C,
12139,2726,Recharge,,Recharge issue reported by customer.,2025-11-23 15:00:00,2025-11-24 15:00:00,Closed,Network Ops,Resolved after investigation.
12140,1124,Billing,GST Query,,2026-01-26 17:00:00,2026-01-27 17:00:00,InProgress,Team C,
12141,1120,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-17 19:00:00,2026-04-19 19:00:00,Closed,,Resolved after investigation.
12142,1405,Network,No Signal,No Signal issue reported by customer.,2025-08-10 03:00:00,2025-08-13 03:00:00,Closed,Team B,Resolved after investigation.
12143,1696,Recharge,Recharge Failed,,2025-09-08 13:00:00,2025-09-10 13:00:00,Closed,KYC Cell,
12144,2521,Recharge,Amount Deducted,,2025-12-24 09:00:00,2025-12-27 09:00:00,Closed,Team B,Resolved after investigation.
12145,2180,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-27 13:00:00,2026-05-29 13:00:00,Closed,Team B,
12146,2034,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-12-25 16:00:00,2025-12-26 16:00:00,Closed,Team C,Resolved after investigation.
12147,1579,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-08-31 13:00:00,2025-09-02 13:00:00,Open,Network Ops,
12148,1459,Network,Call Drop,Call Drop issue reported by customer.,2025-10-12 19:00:00,2025-10-15 19:00:00,InProgress,Team A,
12149,2582,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-07-29 08:00:00,2026-07-30 08:00:00,Closed,Team A,Resolved after investigation.
12150,2465,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-18 07:00:00,2026-07-19 07:00:00,Closed,KYC Cell,Resolved after investigation.
12151,1611,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-09-18 14:00:00,2025-09-20 14:00:00,Closed,Team A,Resolved after investigation.
12152,2240,Billing,High Bill,High Bill issue reported by customer.,2026-03-05 09:00:00,2026-03-06 09:00:00,Open,Billing Desk,
12153,1685,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-18 12:00:00,2025-11-21 12:00:00,Closed,Billing Desk,Resolved after investigation.
12154,1999,Network,Slow Data,Slow Data issue reported by customer.,2025-11-17 23:00:00,2025-11-20 23:00:00,Closed,Network Ops,Resolved after investigation.
12155,1531,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-01-08 08:00:00,2026-01-09 08:00:00,Closed,Billing Desk,Resolved after investigation.
12156,1153,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-06-14 02:00:00,2026-06-16 02:00:00,Closed,,Resolved after investigation.
12157,1388,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-08 11:00:00,2025-11-11 11:00:00,Open,Billing Desk,
12158,2412,Recharge,,Recharge issue reported by customer.,2025-12-14 14:00:00,2025-12-15 14:00:00,Closed,Network Ops,Resolved after investigation.
12159,1453,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-10-26 10:00:00,2025-10-29 10:00:00,InProgress,Network Ops,
12160,2754,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-28 07:00:00,2025-10-29 07:00:00,Open,Team A,
12161,2719,Billing,High Bill,High Bill issue reported by customer.,2026-02-14 23:00:00,2026-02-15 23:00:00,Open,KYC Cell,
12162,1788,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-10-03 14:00:00,2025-10-04 14:00:00,Closed,KYC Cell,Resolved after investigation.
12163,1311,Recharge,,Recharge issue reported by customer.,2026-04-30 16:00:00,2026-05-03 16:00:00,Closed,Team C,
12164,2524,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-07-31 12:00:00,2026-08-02 12:00:00,Closed,Billing Desk,
12165,1872,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-17 23:00:00,2026-06-19 23:00:00,InProgress,Team B,
12166,2079,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-17 08:00:00,2026-05-19 08:00:00,Closed,Team C,Resolved after investigation.
12167,1144,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-03-04 03:00:00,2026-03-05 03:00:00,Closed,,Resolved after investigation.
12168,1786,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-08 09:00:00,2025-10-09 09:00:00,InProgress,Team A,
12169,1130,Billing,GST Query,GST Query issue reported by customer.,2025-08-20 22:00:00,2025-08-23 22:00:00,Closed,KYC Cell,Resolved after investigation.
12170,1419,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-02-02 16:00:00,2026-02-04 16:00:00,Closed,Network Ops,Resolved after investigation.
12171,1281,Network,Slow Data,Slow Data issue reported by customer.,2026-08-08 06:00:00,2026-08-11 06:00:00,Closed,KYC Cell,Resolved after investigation.
12172,1148,Network,No Signal,No Signal issue reported by customer.,2025-10-25 03:00:00,2025-10-26 03:00:00,Closed,Billing Desk,Resolved after investigation.
12173,1063,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-28 01:00:00,2026-04-29 01:00:00,Closed,Billing Desk,Resolved after investigation.
12174,1927,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-09-22 04:00:00,2025-09-23 04:00:00,InProgress,,
12175,1935,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-01-01 04:00:00,2026-01-04 04:00:00,Closed,,Resolved after investigation.
12176,1617,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-05-08 13:00:00,2026-05-09 13:00:00,Closed,,Resolved after investigation.
12177,1856,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-10-20 10:00:00,2025-10-23 10:00:00,Closed,Team C,Resolved after investigation.
12178,2420,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-09-24 10:00:00,2025-09-25 10:00:00,Closed,Team B,Resolved after investigation.
12179,1266,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-07-24 11:00:00,2026-07-25 11:00:00,InProgress,Team B,
12180,2498,KYC,Document Rejected,,2025-08-29 03:00:00,2025-08-30 03:00:00,Closed,KYC Cell,Resolved after investigation.
12181,2303,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-25 14:00:00,2025-12-26 14:00:00,Closed,Network Ops,Resolved after investigation.
12182,1221,Network,Call Drop,,2026-02-23 21:00:00,2026-02-25 21:00:00,Closed,Team A,Resolved after investigation.
12183,1544,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-05-19 19:00:00,2026-05-20 19:00:00,Closed,Team B,Resolved after investigation.
12184,1171,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-05-14 01:00:00,2026-05-15 01:00:00,Closed,Team C,Resolved after investigation.
12185,2788,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-23 06:00:00,2026-05-26 06:00:00,Closed,Billing Desk,
12186,2109,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-09-25 23:00:00,2025-09-26 23:00:00,InProgress,Network Ops,
12187,2225,Network,Call Drop,,2026-04-04 05:00:00,2026-04-05 05:00:00,Open,Team B,
12188,2103,Billing,High Bill,High Bill issue reported by customer.,2026-04-25 18:00:00,2026-04-28 18:00:00,Closed,Network Ops,Resolved after investigation.
12189,2171,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-10-12 10:00:00,2025-10-13 10:00:00,Closed,Team B,Resolved after investigation.
12190,2573,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-17 13:00:00,2026-06-20 13:00:00,InProgress,Team A,
12191,2623,Network,Slow Data,Slow Data issue reported by customer.,2026-04-11 10:00:00,2026-04-14 10:00:00,Closed,KYC Cell,Resolved after investigation.
12192,1565,KYC,Document Rejected,,2025-12-11 10:00:00,2025-12-14 10:00:00,InProgress,Team B,
12193,1407,Billing,High Bill,High Bill issue reported by customer.,2025-10-21 08:00:00,2025-10-22 08:00:00,Open,KYC Cell,
12194,2591,KYC,Verification Pending,,2026-05-04 19:00:00,2026-05-06 19:00:00,Closed,Network Ops,Resolved after investigation.
12195,2331,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-03-28 04:00:00,2026-03-29 04:00:00,Closed,KYC Cell,Resolved after investigation.
12196,1328,Network,No Signal,No Signal issue reported by customer.,2025-12-14 17:00:00,2025-12-15 17:00:00,Closed,Team A,Resolved after investigation.
12197,2162,Roaming,Billing Query,Billing Query issue reported by customer.,2026-03-25 14:00:00,2026-03-28 14:00:00,Closed,Team B,Resolved after investigation.
12198,2258,Network,No Signal,No Signal issue reported by customer.,2025-08-21 18:00:00,2025-08-23 18:00:00,Open,KYC Cell,
12199,2557,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-04-13 21:00:00,2026-04-14 21:00:00,Open,Team A,
12200,2558,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-03-14 06:00:00,2026-03-17 06:00:00,Closed,KYC Cell,Resolved after investigation.
12201,2413,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-09-21 21:00:00,2025-09-22 21:00:00,Closed,Billing Desk,Resolved after investigation.
12202,2070,Billing,High Bill,High Bill issue reported by customer.,2026-03-20 18:00:00,2026-03-21 18:00:00,Open,KYC Cell,
12203,1319,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-05 06:00:00,2025-12-08 06:00:00,Closed,Team C,Resolved after investigation.
12204,1002,Network,Slow Data,Slow Data issue reported by customer.,2026-07-14 23:00:00,2026-07-17 23:00:00,Open,KYC Cell,
12205,2443,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-03 06:00:00,2025-11-04 06:00:00,Closed,Team C,Resolved after investigation.
12206,1577,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-26 10:00:00,2025-09-29 10:00:00,Open,Team B,
12207,2173,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-25 16:00:00,2026-01-28 16:00:00,Open,,
12208,2495,Billing,High Bill,High Bill issue reported by customer.,2025-12-30 10:00:00,2026-01-02 10:00:00,Open,Team B,
12209,1255,Billing,High Bill,High Bill issue reported by customer.,2025-09-29 21:00:00,2025-10-02 21:00:00,Closed,Team B,
12210,1139,Roaming,Billing Query,Billing Query issue reported by customer.,2026-01-11 11:00:00,2026-01-13 11:00:00,Closed,Billing Desk,Resolved after investigation.
12211,1392,Network,Call Drop,Call Drop issue reported by customer.,2026-06-12 18:00:00,2026-06-14 18:00:00,Closed,,Resolved after investigation.
12212,2396,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-04-19 20:00:00,2026-04-22 20:00:00,Closed,Team A,Resolved after investigation.
12213,1258,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-18 14:00:00,2026-05-20 14:00:00,Closed,Team C,Resolved after investigation.
12214,1188,Billing,GST Query,,2026-03-09 13:00:00,2026-03-10 13:00:00,Closed,Team B,Resolved after investigation.
12215,2418,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-02-19 03:00:00,2026-02-21 03:00:00,Closed,Billing Desk,
12216,2678,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-02 08:00:00,2025-12-04 08:00:00,Closed,Network Ops,Resolved after investigation.
12217,2656,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-16 02:00:00,2025-11-19 02:00:00,InProgress,Billing Desk,
12218,1950,Network,Call Drop,Call Drop issue reported by customer.,2025-10-01 11:00:00,2025-10-03 11:00:00,Closed,Team B,Resolved after investigation.
12219,1457,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-07-30 01:00:00,2026-08-01 01:00:00,Open,KYC Cell,
12220,1560,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-07-23 13:00:00,2026-07-26 13:00:00,Closed,Billing Desk,Resolved after investigation.
12221,1731,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-05-29 21:00:00,2026-06-01 21:00:00,Closed,Billing Desk,Resolved after investigation.
12222,1332,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-10-10 08:00:00,2025-10-11 08:00:00,Closed,Team A,Resolved after investigation.
12223,1828,Network,No Signal,No Signal issue reported by customer.,2026-07-12 09:00:00,2026-07-15 09:00:00,Open,,
12224,1784,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-17 06:00:00,2025-11-20 06:00:00,InProgress,Network Ops,
12225,2669,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-09-16 04:00:00,2025-09-17 04:00:00,Closed,KYC Cell,
12226,1286,Network,Call Drop,Call Drop issue reported by customer.,2026-03-29 16:00:00,2026-04-01 16:00:00,Open,KYC Cell,
12227,1793,Network,Call Drop,Call Drop issue reported by customer.,2026-05-06 20:00:00,2026-05-09 20:00:00,InProgress,Billing Desk,
12228,1218,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-10-07 22:00:00,2025-10-09 22:00:00,Closed,Team A,Resolved after investigation.
12229,1408,KYC,,KYC issue reported by customer.,2025-10-15 08:00:00,2025-10-16 08:00:00,Closed,Team C,Resolved after investigation.
12230,1298,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-19 00:00:00,2026-07-22 00:00:00,Closed,Billing Desk,Resolved after investigation.
12231,2493,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-21 18:00:00,2025-12-23 18:00:00,InProgress,KYC Cell,
12232,2306,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-08 01:00:00,2026-06-10 01:00:00,Closed,,Resolved after investigation.
12233,2392,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-04-28 22:00:00,2026-04-30 22:00:00,Open,KYC Cell,
12234,1685,Billing,GST Query,GST Query issue reported by customer.,2025-08-22 13:00:00,2025-08-23 13:00:00,Closed,Team C,Resolved after investigation.
12235,2397,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-11-12 21:00:00,2025-11-15 21:00:00,Open,Network Ops,
12236,1450,Network,Call Drop,Call Drop issue reported by customer.,2026-01-11 17:00:00,2026-01-12 17:00:00,Closed,Team C,Resolved after investigation.
12237,1580,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-05 15:00:00,2026-02-07 15:00:00,Closed,KYC Cell,Resolved after investigation.
12238,2052,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-30 00:00:00,2026-05-01 00:00:00,Closed,KYC Cell,Resolved after investigation.
12239,1016,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-02-16 03:00:00,2026-02-17 03:00:00,Closed,Team B,Resolved after investigation.
12240,1142,Network,No Signal,No Signal issue reported by customer.,2025-10-11 00:00:00,2025-10-13 00:00:00,Closed,KYC Cell,Resolved after investigation.
12241,2569,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-09-13 17:00:00,2025-09-15 17:00:00,Closed,KYC Cell,Resolved after investigation.
12242,1143,Billing,High Bill,High Bill issue reported by customer.,2025-10-12 01:00:00,2025-10-15 01:00:00,Closed,Team A,Resolved after investigation.
12243,1630,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-09-03 23:00:00,2025-09-06 23:00:00,Open,,
12244,1563,SIM,Activation Delay,,2025-11-06 21:00:00,2025-11-09 21:00:00,Closed,KYC Cell,Resolved after investigation.
12245,1025,Network,No Signal,No Signal issue reported by customer.,2026-01-24 19:00:00,2026-01-25 19:00:00,Open,Team A,
12246,2456,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-08 16:00:00,2025-11-10 16:00:00,InProgress,Team C,
12247,1765,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-10-27 23:00:00,2025-10-28 23:00:00,InProgress,Network Ops,
12248,2549,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-06 13:00:00,2025-10-07 13:00:00,Closed,Team A,Resolved after investigation.
12249,1072,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-03-03 12:00:00,2026-03-06 12:00:00,InProgress,Team C,
12250,1868,Network,Call Drop,Call Drop issue reported by customer.,2026-03-28 11:00:00,2026-03-30 11:00:00,Closed,Billing Desk,Resolved after investigation.
12251,1693,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-30 18:00:00,2026-01-31 18:00:00,Open,Team C,
12252,2022,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-03-19 19:00:00,2026-03-20 19:00:00,InProgress,Team C,
12253,2250,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-12-18 10:00:00,2025-12-19 10:00:00,Open,Network Ops,
12254,1150,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-07 12:00:00,2025-10-10 12:00:00,Closed,,
12255,2609,SIM,Replacement Request,,2025-10-06 12:00:00,2025-10-07 12:00:00,Closed,Team C,Resolved after investigation.
12256,2334,Network,Call Drop,Call Drop issue reported by customer.,2026-03-18 09:00:00,2026-03-21 09:00:00,InProgress,Team A,
12257,1906,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-07-07 16:00:00,2026-07-09 16:00:00,Closed,Team B,Resolved after investigation.
12258,2168,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-08-17 04:00:00,2025-08-19 04:00:00,Open,Network Ops,
12259,2528,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-19 16:00:00,2026-01-22 16:00:00,Closed,Team C,Resolved after investigation.
12260,1300,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-11-15 15:00:00,2025-11-16 15:00:00,InProgress,Billing Desk,
12261,2136,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-07 03:00:00,2026-07-09 03:00:00,Closed,Billing Desk,Resolved after investigation.
12262,1284,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-09-10 19:00:00,2025-09-12 19:00:00,Closed,Network Ops,Resolved after investigation.
12263,2031,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-06-13 00:00:00,2026-06-15 00:00:00,InProgress,Team C,
12264,1302,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-04-06 23:00:00,2026-04-08 23:00:00,InProgress,Network Ops,
12265,2578,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-18 19:00:00,2025-11-19 19:00:00,Closed,KYC Cell,Resolved after investigation.
12266,2450,Network,No Signal,No Signal issue reported by customer.,2025-11-20 04:00:00,2025-11-21 04:00:00,InProgress,Team A,
12267,1636,SIM,SIM Not Working,,2026-03-31 19:00:00,2026-04-03 19:00:00,Closed,KYC Cell,Resolved after investigation.
12268,1658,Network,No Signal,No Signal issue reported by customer.,2025-08-25 11:00:00,2025-08-27 11:00:00,InProgress,KYC Cell,
12269,2732,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-19 08:00:00,2026-01-21 08:00:00,Closed,Billing Desk,Resolved after investigation.
12270,1400,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-19 01:00:00,2026-02-20 01:00:00,Closed,Team C,
12271,2211,Network,No Signal,No Signal issue reported by customer.,2025-08-31 13:00:00,2025-09-01 13:00:00,Closed,Network Ops,Resolved after investigation.
12272,2546,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-01-09 02:00:00,2026-01-12 02:00:00,Closed,,Resolved after investigation.
12273,2132,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-02-05 08:00:00,2026-02-08 08:00:00,Closed,Billing Desk,Resolved after investigation.
12274,1178,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-08-11 17:00:00,2025-08-12 17:00:00,Closed,Team B,Resolved after investigation.
12275,2360,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-09-02 23:00:00,2025-09-05 23:00:00,Closed,KYC Cell,Resolved after investigation.
12276,1285,Billing,GST Query,GST Query issue reported by customer.,2026-04-21 15:00:00,2026-04-23 15:00:00,Open,Team B,
12277,2011,Network,Slow Data,Slow Data issue reported by customer.,2025-08-26 19:00:00,2025-08-29 19:00:00,Closed,KYC Cell,Resolved after investigation.
12278,2739,Network,Call Drop,Call Drop issue reported by customer.,2025-10-12 13:00:00,2025-10-14 13:00:00,Open,Team B,
12279,1524,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-08-07 05:00:00,2026-08-08 05:00:00,Closed,Team B,
12280,2616,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-23 05:00:00,2026-01-25 05:00:00,Open,Team C,
12281,1153,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-04-28 10:00:00,2026-04-29 10:00:00,Closed,Team B,Resolved after investigation.
12282,2432,Billing,GST Query,GST Query issue reported by customer.,2026-07-16 17:00:00,2026-07-17 17:00:00,Open,Team B,
12283,1145,Network,Slow Data,Slow Data issue reported by customer.,2026-03-20 22:00:00,2026-03-23 22:00:00,InProgress,Billing Desk,
12284,1205,Recharge,Amount Deducted,,2026-07-23 15:00:00,2026-07-26 15:00:00,Closed,Team B,Resolved after investigation.
12285,1174,Roaming,Billing Query,Billing Query issue reported by customer.,2025-08-20 23:00:00,2025-08-22 23:00:00,InProgress,Network Ops,
12286,1179,Network,No Signal,No Signal issue reported by customer.,2025-11-13 05:00:00,2025-11-15 05:00:00,Open,Team C,
12287,2171,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-06-27 06:00:00,2026-06-30 06:00:00,Closed,Billing Desk,Resolved after investigation.
12288,2475,Network,No Signal,No Signal issue reported by customer.,2026-01-17 22:00:00,2026-01-20 22:00:00,Closed,Team B,
12289,2710,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-04-23 15:00:00,2026-04-26 15:00:00,InProgress,Team C,
12290,2274,Billing,GST Query,GST Query issue reported by customer.,2026-04-03 02:00:00,2026-04-04 02:00:00,Open,Billing Desk,
12291,1411,Billing,GST Query,GST Query issue reported by customer.,2026-02-28 18:00:00,2026-03-03 18:00:00,Closed,,
12292,2743,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-03-20 14:00:00,2026-03-22 14:00:00,Open,Team A,
12293,2460,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-07-29 09:00:00,2026-07-30 09:00:00,InProgress,Team B,
12294,2115,Network,No Signal,,2025-12-07 16:00:00,2025-12-09 16:00:00,Closed,,Resolved after investigation.
12295,1829,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-06 01:00:00,2026-02-09 01:00:00,InProgress,Team A,
12296,2638,Billing,GST Query,GST Query issue reported by customer.,2026-06-17 16:00:00,2026-06-20 16:00:00,Closed,KYC Cell,Resolved after investigation.
12297,2747,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-03-28 18:00:00,2026-03-30 18:00:00,Closed,Team C,
12298,1888,Network,No Signal,No Signal issue reported by customer.,2025-09-08 20:00:00,2025-09-09 20:00:00,InProgress,Team B,
12299,1323,Network,Call Drop,Call Drop issue reported by customer.,2026-02-09 23:00:00,2026-02-11 23:00:00,Closed,Team B,Resolved after investigation.
12300,2177,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-08-13 06:00:00,2025-08-14 06:00:00,Closed,Team C,Resolved after investigation.
12301,1169,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-01-13 01:00:00,2026-01-16 01:00:00,Closed,Team B,Resolved after investigation.
12302,2140,Network,Slow Data,Slow Data issue reported by customer.,2026-07-11 07:00:00,2026-07-14 07:00:00,Open,Billing Desk,
12303,1708,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-01-22 02:00:00,2026-01-25 02:00:00,Closed,Billing Desk,Resolved after investigation.
12304,1788,Network,Call Drop,Call Drop issue reported by customer.,2026-06-24 13:00:00,2026-06-25 13:00:00,Open,Team B,
12305,1578,Billing,High Bill,High Bill issue reported by customer.,2025-10-03 08:00:00,2025-10-06 08:00:00,InProgress,KYC Cell,
12306,1152,Network,No Signal,No Signal issue reported by customer.,2025-08-23 11:00:00,2025-08-25 11:00:00,Closed,Team A,Resolved after investigation.
12307,1354,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-01 01:00:00,2026-02-04 01:00:00,Closed,Network Ops,Resolved after investigation.
12308,2098,Roaming,Billing Query,Billing Query issue reported by customer.,2026-02-04 16:00:00,2026-02-06 16:00:00,Closed,Billing Desk,Resolved after investigation.
12309,2087,Network,Call Drop,Call Drop issue reported by customer.,2026-07-16 13:00:00,2026-07-18 13:00:00,InProgress,Team A,
12310,1178,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-01-02 18:00:00,2026-01-04 18:00:00,Closed,KYC Cell,Resolved after investigation.
12311,1563,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-10-21 20:00:00,2025-10-22 20:00:00,Closed,,
12312,2509,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-18 11:00:00,2025-12-19 11:00:00,Closed,Network Ops,Resolved after investigation.
12313,1778,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-04-10 21:00:00,2026-04-12 21:00:00,Closed,KYC Cell,Resolved after investigation.
12314,1687,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-10-21 10:00:00,2025-10-23 10:00:00,Open,Team A,
12315,2089,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-07-21 07:00:00,2026-07-23 07:00:00,Closed,Network Ops,Resolved after investigation.
12316,1026,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-04-19 21:00:00,2026-04-21 21:00:00,Closed,KYC Cell,Resolved after investigation.
12317,1081,Network,Slow Data,Slow Data issue reported by customer.,2026-03-14 00:00:00,2026-03-17 00:00:00,Closed,KYC Cell,Resolved after investigation.
12318,1869,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-29 07:00:00,2025-12-31 07:00:00,InProgress,KYC Cell,
12319,2785,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-06-25 01:00:00,2026-06-28 01:00:00,Closed,Network Ops,Resolved after investigation.
12320,1294,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-02-02 04:00:00,2026-02-05 04:00:00,Open,,
12321,2099,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-27 19:00:00,2026-06-28 19:00:00,Closed,Billing Desk,Resolved after investigation.
12322,1687,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-06-08 22:00:00,2026-06-10 22:00:00,InProgress,Network Ops,
12323,1042,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-02-04 15:00:00,2026-02-07 15:00:00,Open,Network Ops,
12324,2771,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-27 23:00:00,2026-04-30 23:00:00,Closed,Team B,Resolved after investigation.
12325,1617,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-02-11 14:00:00,2026-02-12 14:00:00,Closed,Team B,Resolved after investigation.
12326,1956,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-22 15:00:00,2026-05-25 15:00:00,InProgress,Team B,
12327,1632,Billing,High Bill,,2025-10-21 16:00:00,2025-10-22 16:00:00,Closed,KYC Cell,Resolved after investigation.
12328,1058,Network,No Signal,No Signal issue reported by customer.,2026-05-24 04:00:00,2026-05-26 04:00:00,Closed,Network Ops,Resolved after investigation.
12329,1521,Roaming,,Roaming issue reported by customer.,2026-04-06 01:00:00,2026-04-07 01:00:00,Closed,Team C,Resolved after investigation.
12330,1327,Billing,GST Query,GST Query issue reported by customer.,2026-04-22 21:00:00,2026-04-24 21:00:00,Open,Team C,
12331,2379,Network,Slow Data,Slow Data issue reported by customer.,2025-10-30 02:00:00,2025-10-31 02:00:00,Closed,Network Ops,Resolved after investigation.
